CustomerID,BikeBuyer
11510,0
11511,0
11512,0
11514,0
11515,0
11516,0
11517,0
11518,0
11519,0
11520,0
11522,0
11523,0
11524,0
11525,0
11527,0
11528,0
11529,0
11530,0
11531,0
11532,0
11532,0
11533,0
11534,1
11535,0
11536,0
11537,1
11538,1
11539,1
11540,1
11541,1
11542,0
11543,0
11544,0
11545,1
11546,1
11547,0
11548,1
11549,0
11550,0
11551,1
11552,0
11553,0
11554,0
11555,0
11556,0
11557,0
11558,1
11559,1
11560,0
11561,1
11562,1
11563,1
11564,1
11565,1
11566,0
11567,0
11568,0
11569,0
11570,0
11571,1
11572,0
11573,1
11574,0
11575,1
11577,0
11578,0
11579,1
11580,0
11581,0
11582,0
11583,1
11585,0
11586,1
11587,1
11588,1
11589,0
11590,0
11591,1
11592,0
11593,0
11594,1
11595,1
11596,1
11597,1
11598,1
11599,1
11600,0
11601,0
11602,0
11603,0
11604,0
11605,0
11606,1
11608,1
11609,0
11610,0
11611,0
11612,0
11613,1
11614,0
11615,0
11616,1
11617,0
11618,1
11619,0
11621,1
11622,1
11623,0
11624,0
11625,0
11627,0
11628,0
11629,0
11630,0
11631,0
11632,0
11633,0
11634,0
11635,0
11636,0
11637,0
11640,0
11641,0
11643,0
11644,0
11645,1
11647,1
11648,0
11649,0
11650,0
11651,1
11652,0
11653,0
11654,0
11655,0
11656,0
11657,0
11658,0
11659,1
11660,0
11661,0
11662,1
11663,0
11664,0
11665,0
11666,1
11667,0
11668,0
11669,0
11671,1
11672,1
11673,1
11674,0
11675,1
11676,1
11677,1
11678,0
11679,1
11680,1
11681,1
15782,0
11683,1
11684,0
11685,0
11686,1
11687,1
11688,0
11689,1
11690,0
11691,0
11692,1
11693,1
11694,1
11695,1
11696,1
11697,0
11698,1
11699,1
11700,1
11701,1
11702,0
11703,0
11704,0
11705,1
11706,1
11707,0
11708,1
11709,0
11710,0
11712,0
11713,1
11714,0
11715,0
11716,1
11717,1
11718,0
11719,1
11722,0
11723,1
11724,1
11725,1
11726,0
11727,1
11728,0
11729,1
11730,0
11731,0
11732,0
11734,0
11735,0
11736,0
11737,0
11739,0
11804,0
11741,0
11743,0
11744,0
11745,0
11746,0
11748,0
11750,0
11751,0
11752,0
11753,1
11754,0
11755,1
11756,1
11757,1
11758,1
11760,1
11761,1
11762,1
11763,1
11764,1
11766,1
11767,1
11768,0
11769,0
11770,1
11772,0
11773,0
11774,0
11775,0
11776,0
11778,0
11779,0
11780,0
11781,0
11782,0
11783,0
11784,1
11785,1
11787,0
11789,0
11790,0
11791,1
11792,1
11793,0
11794,0
11795,1
11796,1
11797,0
11798,0
11800,0
11801,0
11802,0
11804,0
11805,0
11806,0
11808,1
11809,0
11810,1
11811,0
11812,0
11813,0
11814,1
11815,0
11816,0
11817,1
11820,0
11821,0
11822,0
11823,0
11824,1
11825,1
11826,0
11827,0
11828,1
11829,1
11830,0
11831,0
11832,0
11833,1
11834,1
11835,1
11836,1
11837,1
11838,1
11839,1
11840,0
11841,1
11842,1
11843,1
11844,1
11845,0
11846,1
11847,1
11848,0
11849,1
11850,1
11851,0
11852,1
11853,0
11854,1
11855,1
11856,1
11857,1
11858,1
11859,0
11860,0
11862,1
11863,0
11864,0
11865,0
11866,0
11867,1
11868,0
11869,1
11870,0
11871,1
11872,1
11873,0
11874,0
11875,0
11876,0
11878,0
11879,0
11880,0
11881,1
11882,1
11883,1
11884,0
11885,1
11889,1
11890,0
11891,0
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,1
11899,1
11901,1
11902,1
11903,1
11904,0
11905,1
11906,1
11907,1
11908,1
11909,1
11910,0
11911,1
11912,1
11913,0
11914,0
11915,1
11916,1
11917,0
11918,0
11919,1
11920,0
11921,1
11922,1
11923,0
11924,0
11925,0
11926,0
11927,0
11928,0
11929,0
11930,0
11931,0
11932,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,1
11940,0
11942,0
11943,0
11945,0
11946,0
11947,0
11949,1
11950,1
11951,0
11952,0
11953,0
11954,0
11955,1
11956,0
11958,1
11959,1
11960,0
11961,1
11962,0
11963,0
11964,0
11965,0
11966,1
11967,0
11968,1
11969,1
11970,1
11971,1
11972,0
11973,0
11974,1
11978,1
11979,0
11980,0
11981,0
11983,0
11984,1
11985,0
11986,1
11987,1
11988,0
11989,0
11990,0
11991,1
11992,0
11993,0
11995,1
11996,0
11997,0
11998,0
11999,1
12000,1
12001,1
12003,0
12004,1
12005,1
12006,1
12007,0
12008,0
12009,1
12011,0
12012,0
12013,0
12014,0
12015,1
12016,0
12017,0
12018,0
12020,0
12021,0
12022,0
12023,0
12024,0
12025,0
12026,0
12027,0
12028,0
12029,0
12030,0
12031,0
12032,0
12033,0
12034,0
12035,0
12036,0
12037,0
12038,0
12039,0
12040,0
12041,0
12042,0
12044,1
12045,1
12047,0
12048,1
12049,0
12050,1
12051,0
12052,1
12053,0
12054,1
12055,1
12058,0
12060,0
12061,1
12062,0
12063,0
12064,0
12065,0
12066,0
12067,0
12068,0
12070,0
12071,0
12072,0
12073,0
12074,0
12075,0
12077,0
12078,0
12079,0
12080,0
12081,0
12082,0
12083,0
12084,0
12085,0
12086,0
12087,0
12088,1
12089,0
12090,0
12091,0
12092,0
12093,0
12094,0
12095,0
12096,0
12097,0
12098,0
12099,0
12100,0
12101,0
12102,0
12103,0
12104,1
12105,0
12106,0
12107,1
12109,1
12110,0
12111,0
12113,0
12114,0
12115,0
12116,1
12118,0
12119,0
12120,0
12122,0
12123,0
12124,1
12125,0
12126,1
12127,0
12128,0
12129,1
12131,0
12132,0
12133,1
12134,1
12135,1
12137,0
12138,0
12140,1
12141,1
12142,1
12143,0
12144,0
12145,1
12146,1
12147,1
12149,0
12150,1
12151,1
12152,1
12153,1
12154,1
12155,0
12156,0
12157,0
12158,1
12159,1
12160,0
12161,0
12162,1
12163,1
12164,0
12166,1
12167,1
12168,1
12169,0
12170,1
12171,1
12172,1
12173,1
18273,1
12175,1
12176,1
12177,1
12178,1
12180,0
12181,0
12182,1
12183,1
12184,1
12185,1
12187,1
12188,1
12189,0
12190,1
12192,0
12193,0
12195,0
12196,0
12197,0
12198,0
12199,1
12200,0
12201,0
12202,0
12204,0
12205,1
12206,0
12207,0
12208,1
12209,1
12210,0
12211,0
12213,0
12214,0
12215,0
12216,0
12218,1
12219,0
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,0
12231,0
12232,1
12233,0
12234,0
12235,0
12236,0
12237,0
12238,0
12239,0
12240,0
12241,0
12242,0
12243,1
12245,0
12246,0
12247,0
12248,1
12249,0
12250,0
12251,0
12252,0
12254,0
12255,0
12256,0
12257,0
12258,0
12259,0
12260,0
12261,0
12262,0
12263,1
12265,0
12266,0
12267,0
12268,0
12269,0
12270,0
12271,0
12272,0
12273,0
12274,0
12275,0
12277,0
12279,0
12280,0
12281,1
12282,0
12284,0
12287,1
12291,1
12292,1
12293,0
12294,1
12295,1
12296,0
12297,0
12298,0
12299,1
12300,1
12301,1
12302,1
12303,1
12304,1
12305,0
12306,0
12307,0
12308,0
12309,1
12310,1
12311,1
12312,1
12313,1
12314,0
12315,1
12316,1
12317,1
12318,0
12319,1
12320,1
12321,0
12322,0
12323,0
12324,1
12325,0
12326,1
12327,0
12328,1
12329,1
12330,0
12331,0
12332,0
12333,1
12334,1
12336,1
12337,1
12338,0
12340,1
12341,0
12344,1
12345,1
12346,1
12347,0
12349,0
12350,0
12351,1
12352,1
12353,1
12354,0
12355,1
12356,0
12357,1
12358,0
12359,1
12360,1
12361,1
12362,0
12363,0
12364,1
12365,0
12366,0
12367,0
12368,0
12370,1
12371,0
12372,1
12373,0
12374,0
12375,0
12376,0
12377,0
12379,0
12380,0
12381,0
12382,0
12384,0
12387,1
12388,0
12389,0
12390,0
12391,1
12392,0
12393,0
12394,0
12395,0
12396,0
12397,0
12398,0
12400,0
12402,0
12403,1
12405,0
12406,0
12409,0
12410,1
12412,0
12413,0
12414,1
12416,0
12417,0
12418,0
12419,0
12420,0
12421,0
12422,0
12423,1
12425,0
12426,0
12427,0
12428,0
12430,0
12431,0
12432,0
12433,0
12434,0
12435,0
12436,0
12437,0
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,0
12445,0
12446,0
12447,0
12448,0
12449,0
12451,1
12452,0
12453,0
12454,0
12456,0
12457,0
12458,0
12459,0
12460,0
12461,0
12462,1
12463,1
12464,1
12465,0
12467,0
12468,1
12469,1
12470,1
12472,0
12473,1
12474,0
12475,1
12476,1
12479,0
12480,1
12482,1
12484,0
12486,0
12487,1
12488,1
12489,0
12490,0
12491,0
12492,1
12493,0
12494,0
12495,1
12496,0
12497,0
12498,1
12499,1
12500,1
12501,1
12502,1
12504,1
12505,1
12506,0
12507,1
12508,0
12509,0
12510,1
12511,0
12512,0
12513,1
12514,0
12515,0
12516,0
12517,0
12518,0
12519,1
12520,0
12521,0
12522,0
12523,0
12524,0
12525,0
12527,0
12528,1
12529,0
12530,1
12531,1
12532,0
12533,0
12534,0
12535,1
12536,0
12537,0
12538,0
12539,0
12540,0
12541,0
12542,0
12544,0
12546,0
12547,0
12548,0
12549,0
12551,0
12552,0
12553,0
12554,0
12556,0
12557,0
12558,0
12559,0
12560,0
12561,0
12564,0
12565,0
12566,0
12567,0
12568,0
12569,0
12570,0
12571,0
12572,0
12573,0
12574,0
12575,0
12576,0
12577,0
12578,0
12579,0
12581,0
12582,0
12583,0
12584,1
12585,0
12586,0
12587,0
12588,1
12589,0
12590,0
12591,0
12592,0
12593,1
12594,0
12595,1
12597,1
12599,0
12600,1
12601,0
12602,0
12603,0
12604,0
12605,0
12606,1
12607,0
12608,1
12609,0
12610,0
12611,0
12612,0
12613,0
12614,0
12616,0
12617,0
12618,0
12620,0
12621,0
12622,0
12623,0
12624,0
12625,0
12626,0
12627,0
12628,1
12629,0
12630,0
12631,0
12634,0
12635,1
12636,1
12637,1
12638,0
12639,1
12640,0
12642,0
12643,0
12644,0
12646,0
12647,1
12648,0
12649,0
12650,0
12651,1
12652,0
12653,1
12654,1
12658,1
12659,0
12660,0
12661,0
12662,0
12663,0
12664,0
12665,0
12666,0
12667,0
12668,1
12669,1
12670,0
12671,1
12672,1
12673,0
12674,1
12675,0
12676,1
12677,1
12678,1
12679,0
12680,1
12681,1
12683,1
12684,1
12685,0
12687,0
12688,0
12690,1
12691,1
12692,1
12693,0
12694,1
12696,0
12697,0
12698,1
12700,1
12701,1
12705,1
12706,1
12707,0
12708,0
12709,1
12710,0
12711,0
12712,0
12713,0
12714,0
12715,1
12716,0
12717,0
12718,1
12719,0
12720,1
12721,1
12722,1
12723,0
12724,0
12725,0
12726,0
12727,0
12728,0
12729,0
12730,1
12731,1
12732,1
12733,0
12734,0
12735,0
12736,0
12737,1
12738,0
12739,0
12740,0
12741,0
12742,1
12743,0
12745,1
12746,0
12747,0
12748,0
12749,1
12750,1
12751,1
12752,1
12753,0
12754,0
12755,1
12756,1
12757,1
12759,0
12760,0
12761,0
12762,0
12763,0
12764,0
12767,0
12768,0
12769,0
12770,0
12772,0
12773,0
12774,0
12775,0
12776,0
12777,0
12778,0
12779,0
12780,0
12781,0
12782,0
12784,0
12785,0
12787,0
12788,0
12789,0
12790,0
12791,0
12792,0
12793,0
12794,1
12796,1
12797,0
12798,0
12799,0
12801,0
12802,0
12803,0
12804,1
12805,0
12807,1
12808,0
12809,0
12810,0
12811,1
12812,0
12813,0
12815,0
12816,1
12818,1
12819,1
12820,0
12821,0
12822,0
12823,0
12824,1
12825,1
12826,1
12827,1
12828,0
12829,1
12831,1
12832,1
12833,0
12834,0
12836,1
12837,0
12838,1
12840,0
12841,1
12842,1
12843,0
12845,0
12846,0
12847,1
12848,0
12849,1
12850,0
12851,1
12852,1
12853,0
12854,0
12855,1
12856,0
12857,1
12858,0
12859,0
12860,0
12861,0
12862,1
12864,1
12866,0
12867,1
12868,0
12869,0
12871,0
12872,1
12873,0
12874,0
12875,1
12876,0
12877,0
12878,0
12879,0
12880,0
12881,0
12882,0
12883,0
12884,1
12887,0
12888,1
12889,0
12890,0
12891,0
12892,0
12893,0
12894,0
12895,0
12897,1
12898,0
12899,0
12900,0
12901,1
12902,1
12903,0
12905,0
12906,0
12908,0
12909,0
12910,0
12911,1
12912,1
12913,0
12914,0
12916,0
12917,0
12918,0
12919,1
12920,1
12921,1
12922,1
12923,1
12924,1
12925,0
12926,1
12927,0
12928,0
12929,0
12930,1
12931,1
12933,0
12934,1
12935,0
12936,1
12937,0
12938,1
12939,1
12940,1
12942,1
12943,1
12944,1
12945,0
12946,0
12947,1
12948,1
12949,1
12950,1
12951,1
12952,1
12953,1
12955,0
12957,0
12959,0
12960,0
12961,0
12962,0
12964,0
12965,0
12967,1
12968,0
12969,0
12970,0
12972,1
12973,0
12974,1
12975,1
12976,1
12977,0
12978,0
12979,0
12980,1
12981,1
12983,1
12984,0
12986,0
12987,0
12988,0
12989,0
12990,0
12992,0
12993,1
12995,1
12996,0
12997,0
12999,1
13000,0
13001,1
13002,1
13003,1
13004,1
13005,0
13006,0
13008,1
13009,0
13010,0
13011,1
26608,1
13013,1
13015,1
13016,0
13017,0
13021,1
13022,0
13023,0
13024,0
13025,0
13026,0
13027,0
13028,0
13029,0
13030,0
13031,0
13032,0
13033,1
13034,0
13036,1
13037,0
13038,0
13039,1
13040,0
13042,0
13043,0
13044,0
13045,0
13046,0
13047,0
13048,0
13049,0
13050,0
13051,0
13052,0
13053,1
13054,0
13055,0
13057,0
13058,0
13059,0
13061,0
13062,0
13063,0
13065,0
13066,0
13068,0
13069,0
13070,0
13071,1
13073,0
13074,0
13075,0
13076,0
13078,1
13079,0
13080,1
13081,1
13082,1
13084,0
13085,0
13086,1
13087,1
13088,1
13089,0
13090,1
13092,1
13093,0
13095,0
13096,0
13097,0
13098,0
13099,1
13100,0
13101,0
13102,0
13103,1
13104,1
13105,0
13106,1
13108,1
13109,0
13110,0
13111,0
13112,0
13114,0
13115,1
13116,1
13117,0
13118,0
13119,0
13121,1
13122,0
13123,0
13124,1
13125,1
13126,0
13129,0
13130,0
13131,0
13132,0
13134,0
13135,0
13137,1
13138,1
13139,0
13140,0
13141,0
13142,0
13143,0
13144,1
13145,0
13145,0
13146,0
13147,0
13148,0
13149,0
13150,0
13151,0
13152,0
13153,0
13154,0
13155,0
13156,0
13157,0
13158,0
13159,0
13160,0
13161,0
13162,1
13163,0
13164,0
13165,0
13166,0
13167,1
13168,0
13169,1
13170,0
13171,1
13172,0
13173,0
13174,1
13176,1
13178,1
13179,0
13180,0
13181,0
13182,0
13183,0
13184,0
13185,0
13186,1
13188,0
13189,1
13190,1
13191,0
13193,0
13194,1
13195,0
13196,0
13197,0
13198,0
13199,1
13200,1
13201,0
13203,0
13204,0
13205,0
13206,0
13207,0
13208,0
13209,0
13210,0
13211,0
13212,0
13213,0
13214,0
13215,0
13216,0
13217,1
13218,0
13219,0
13221,0
13222,0
13225,0
13226,0
13227,0
13228,0
13229,1
13230,0
13232,1
13233,1
13234,1
13235,0
13236,0
13237,0
13238,1
13239,0
13240,0
13241,0
13243,0
13244,1
13246,1
13248,0
13249,0
13250,0
13251,1
13252,1
13253,1
13254,0
13255,1
13256,1
13258,1
13259,0
13261,1
13262,0
13263,1
13264,0
13265,1
13266,0
13267,0
13268,0
13269,0
13270,0
13272,0
13273,0
13274,1
13275,1
13276,0
13277,1
13278,1
13279,1
13280,1
13281,1
13282,1
13283,0
13284,0
13285,1
13286,0
13287,1
13288,1
13289,0
13291,0
13292,1
13293,0
13294,0
13295,0
13296,1
13297,1
13298,0
13299,0
13300,0
13301,0
13302,0
13303,0
13304,1
13305,0
13306,1
13307,0
13308,0
13309,0
13310,1
13311,0
13311,0
13312,0
13313,1
13314,1
13315,0
13316,0
13317,1
13318,0
13319,0
13320,1
13321,0
13322,1
13323,0
13325,0
13326,0
13327,0
25189,0
13330,1
13331,0
13332,0
13333,0
13334,0
13335,0
13337,0
13338,0
13339,0
13340,0
13341,0
13342,1
13343,0
13344,0
13345,0
13346,1
13347,1
13348,1
13349,0
13351,1
13352,1
13353,0
13354,0
13355,0
13356,0
13358,0
13360,0
13361,0
13362,1
13363,0
13364,1
13365,0
13366,1
13367,1
13369,0
13370,0
13371,0
13372,0
13373,0
13374,0
13375,0
13376,1
13377,0
13378,1
13379,0
13380,0
13381,0
13382,0
13383,0
13384,1
13385,0
13386,0
13387,0
13388,0
13390,1
13391,0
13393,0
13394,0
13395,0
13396,1
13397,0
13398,0
13399,0
13400,0
13401,0
13403,0
13405,1
13407,1
25850,0
13409,0
13410,1
13411,0
13412,0
13413,0
13414,0
13415,0
13416,0
13417,0
13418,1
13419,1
13420,0
13421,0
13422,1
13423,1
13424,0
13425,1
13426,1
13427,1
13428,1
13429,0
13431,0
13432,0
13433,0
13434,0
13435,0
13436,1
13437,0
13438,1
13440,1
13442,1
13443,0
13444,1
13445,1
13446,1
13447,1
13448,0
13449,1
13450,1
13451,1
13452,1
13453,0
14225,0
13456,0
13458,0
13459,0
13460,0
13461,1
13462,0
13463,0
13464,0
13465,0
13466,1
13467,1
13468,0
13469,1
13470,1
13471,1
13472,0
13474,0
13476,0
13478,1
13479,1
13480,0
13481,0
13483,0
13484,1
13485,0
13486,0
13487,0
13488,0
13489,0
13490,1
13491,0
13492,0
13493,0
13494,0
13495,1
13497,0
13498,1
13499,1
13500,0
13501,0
13503,0
13504,0
13505,0
13506,0
13507,0
13508,0
13509,0
13510,0
13511,0
13512,0
13513,0
13514,0
13515,0
13516,0
13517,0
13518,0
13519,0
13520,0
13521,0
13522,0
13523,0
13524,0
13525,0
13526,0
13527,0
13528,0
13530,0
13531,1
13532,0
13533,0
13534,0
13535,1
13536,1
13537,0
13538,0
13539,1
13540,0
13541,0
13542,0
14511,0
13544,0
13545,0
13546,0
13547,0
13548,0
13549,0
13550,0
13551,0
13552,0
24909,0
13554,0
13555,0
13556,1
13557,0
13558,0
13560,0
13561,0
13562,1
13563,0
13564,0
13565,0
13566,0
13567,0
13568,0
13569,0
13570,1
13571,0
13572,1
13573,0
13574,0
13576,1
13577,0
13578,0
13579,1
13580,1
13581,1
13582,1
13583,0
13585,0
13587,1
13588,0
13589,1
13590,1
13591,1
13592,0
13593,1
13594,1
13596,0
13598,0
13600,0
13601,1
13602,1
13603,1
13604,0
13605,0
13606,0
13607,1
13608,0
13609,0
13610,0
13611,0
13612,1
13613,1
13614,1
13615,0
13616,0
13617,0
24311,1
13619,0
13620,0
13621,0
13623,0
13624,1
13625,0
13626,0
13627,0
13628,1
13630,1
13631,0
13632,1
12189,0
13634,0
13635,1
13636,0
13637,0
13638,1
13639,1
13640,1
13642,0
13643,1
13644,1
13645,1
13647,1
13648,1
13649,1
13650,1
13652,0
13653,0
13655,0
13656,0
13657,1
13658,0
13659,0
13660,0
13661,0
13663,0
13664,1
13665,0
13666,0
13667,0
13668,1
13669,1
13670,1
13671,0
13672,1
13673,0
13674,0
13676,0
13677,1
13678,0
13679,1
13680,0
13681,0
13682,0
13683,0
13684,0
13685,0
13687,1
13688,0
13690,0
13691,0
13692,0
13693,0
13694,0
13695,0
13696,0
13697,0
13698,0
13699,1
13700,1
13701,1
13702,1
13703,1
13704,1
13705,0
13706,1
13707,1
13708,1
13709,1
13710,0
13711,0
13712,0
13713,1
13714,0
13715,0
13716,0
13717,0
13718,0
13720,0
13721,0
13722,0
13723,0
13724,0
13725,0
13726,0
13727,0
13728,0
13729,0
13730,0
13731,1
13732,1
13733,0
13735,0
13736,0
13737,0
13738,0
13739,0
13741,0
13742,0
13743,0
13744,0
13745,0
13746,0
13747,0
13748,1
13749,0
13750,1
13751,1
13752,0
13753,0
13754,0
13755,1
13756,0
13757,0
13758,1
13759,0
13760,0
13761,1
13762,0
13763,1
13765,0
13766,0
13767,0
13768,0
13769,0
13771,0
13772,0
13773,0
13774,0
13775,0
13776,0
13777,1
13778,0
13779,1
13780,0
13783,1
13784,1
13786,1
13787,1
13788,0
13789,1
13790,0
13791,1
13792,1
13793,1
13794,0
13795,1
13796,0
13797,0
13798,0
13799,0
13800,1
13801,0
13802,0
13803,0
13805,1
13806,0
13807,1
13808,1
13809,0
13810,0
13811,1
13812,1
13813,0
13814,1
13815,1
13816,1
13817,1
13818,0
13819,0
13820,0
13821,1
13822,0
13825,1
13826,1
13827,0
13828,0
13829,0
13831,0
13832,0
13834,0
13835,1
13836,0
13837,0
13838,1
13839,0
13842,0
13843,0
13844,0
13845,0
13846,0
13847,1
13848,1
13849,1
13851,0
13852,0
13853,0
13854,0
13855,1
13857,0
13858,1
13859,1
13860,1
13861,0
13862,1
13863,0
13864,0
13865,0
13866,0
13867,0
13868,1
13869,1
13873,0
13874,0
13875,0
13876,0
13877,1
13878,1
13879,1
13880,1
13881,1
13882,1
13883,1
13885,1
13886,0
13887,0
13888,1
13889,1
13890,0
13891,0
13892,1
13893,0
13894,1
13895,1
13896,1
13897,0
13898,0
13899,1
13900,1
13901,1
13902,1
13904,1
13905,1
13906,0
13907,1
13908,0
13910,1
13911,1
13912,1
13913,1
13915,1
13916,1
13917,1
13919,0
13920,1
13921,0
13922,1
13923,0
13924,0
13925,1
13927,1
13928,1
13929,1
13930,0
13931,1
13932,1
13933,0
13934,0
13935,0
13936,1
13937,1
13938,0
13939,1
13940,0
13941,0
13943,0
13944,0
13945,0
13946,1
13947,0
13948,0
13949,1
13950,1
13951,0
13952,0
13953,0
13954,1
13955,0
13956,1
13957,1
13959,0
13961,0
13962,1
13963,1
13964,0
13965,1
13966,1
13967,1
13968,1
13969,1
13970,1
13971,0
13972,1
13973,1
13974,1
13975,1
13977,1
13978,0
13980,1
13981,0
13982,0
13983,0
13984,0
13985,0
13986,0
13987,0
13988,0
13989,0
13990,0
13991,0
13992,1
13993,0
13995,0
13997,0
13998,0
13999,0
14000,0
14001,0
14003,0
14004,0
14005,0
14006,0
14007,0
14008,0
14009,0
14010,0
14011,0
14012,0
14015,0
14016,0
14017,0
14019,0
14020,0
14021,0
14022,0
14023,0
14024,0
14025,0
14027,0
14028,1
14029,0
14030,0
14031,0
14032,0
14033,0
14034,1
21669,0
14037,0
14038,0
14039,1
14040,0
14041,0
14042,0
14043,0
14044,0
14045,1
14046,1
14048,0
14049,0
14050,1
14051,0
14052,1
14053,1
14055,0
14056,0
14057,0
14058,1
14059,1
14060,1
14061,1
14062,0
14063,0
14064,0
14065,1
14066,0
14067,1
14068,1
14069,1
14070,0
14071,1
14072,1
14073,0
14074,0
14075,0
14076,0
14077,0
14078,1
14079,0
14080,0
14081,0
14082,0
14083,0
14084,0
14085,0
14086,0
14087,0
14088,0
14089,1
14090,0
14091,0
14093,1
14094,0
14095,0
14096,0
14097,0
14098,0
14099,0
14100,0
14101,0
14102,0
14103,0
14104,1
14105,0
14106,0
14107,0
14108,0
14109,0
14110,1
14112,1
14113,1
14114,0
14115,1
14116,0
14117,0
14118,0
14119,1
14120,0
14121,1
14122,0
14123,0
14124,0
14125,0
14126,0
14127,0
14129,0
14131,0
14132,1
14134,0
14135,0
14136,0
14137,0
14138,0
14139,0
14140,0
14141,0
14142,0
14143,0
14144,1
14145,1
14146,0
14147,0
14148,0
14149,0
14150,1
14151,0
